Species,Age,Gender,Breed,Color,Size,Health,Sterilized,PetID
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,150bf58e2
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,151d50f53
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,1521842ae
DOG,YOUNG,FEMALE,Shih Tzu,BROWN,SMALL,HEALTHY,YES,1526fc621
DOG,BABY,MALE,Mixed Breed,YELLOW,MEDIUM,INJURED,NO,152880177
DOG,ADULT,MALE,Pomeranian,BROWN,SMALL,HEALTHY,YES,1528d2a61
DOG,ADULT,MALE,Mixed Breed,BLACK,LARGE,HEALTHY,YES,153301510
DOG,BABY,FEMALE,Border Collie,BLACK,MEDIUM,HEALTHY,YES,1539be087
DOG,BABY,MALE,German Shepherd Dog,BROWN,MEDIUM,HEALTHY,NO,1542ab941
DOG,SENIOR,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,154acf309
DOG,ADULT,MALE,Labrador Retriever,BLACK,MEDIUM,HEALTHY,NO,15538a661
DOG,BABY,MALE,Mixed Breed,BLACK,LARGE,HEALTHY,NO,1555b08c9
DOG,ADULT,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,15592a54c
DOG,SENIOR,MALE,Poodle,BROWN,SMALL,INJURED,NO,155d18f5f
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,155e1f0ca
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,15600cfea
DOG,BABY,FEMALE,Labrador Retriever,BLACK,LARGE,HEALTHY,YES,156da1714
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,157e3e074
DOG,ADULT,MALE,Pug,BLACK,MEDIUM,HEALTHY,YES,158a55025
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,158bc6f24
DOG,YOUNG,MALE,Shih Tzu,BLACK,SMALL,HEALTHY,YES,15937e540
DOG,SENIOR,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,15a45ff6b
DOG,BABY,FEMALE,Terrier,BLACK,MEDIUM,HEALTHY,NO,15a491e20
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,15aa99ed3
DOG,BABY,FEMALE,Mixed Breed,GOLDEN,MEDIUM,INJURED,NO,15b27df66
DOG,BABY,FEMALE,Chihuahua,CREAM,SMALL,HEALTHY,YES,15b5da7f8
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,15be0f894
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,15c037834
DOG,BABY,FEMALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,YES,15c8f8935
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,15d4c0bad
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,15dbf64f0
DOG,ADULT,FEMALE,Poodle,BROWN,SMALL,HEALTHY,YES,15dc4c629
DOG,YOUNG,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,15df9cd46
DOG,YOUNG,FEMALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,YES,15e5b0e7d
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,15e5b6d26
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,15f00daac
DOG,BABY,FEMALE,Corgi,BROWN,MEDIUM,HEALTHY,NO,15f89f939
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,16002dd9b
DOG,BABY,FEMALE,German Shepherd Dog,BLACK,LARGE,HEALTHY,NO,16012e77c
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,16150272f
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,161718095
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,161de24f6
DOG,BABY,MALE,Mixed Breed,BLACK,SMALL,HEALTHY,NO,1633b105b
DOG,BABY,FEMALE,Mixed Breed,BROWN,SMALL,HEALTHY,NO,16349e686
DOG,YOUNG,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1635eac9a
DOG,BABY,FEMALE,Mixed Breed,BROWN,SMALL,HEALTHY,YES,163adc370
DOG,BABY,MALE,Mixed Breed,GOLDEN,LARGE,HEALTHY,NO,164857bd8
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1652a3e1e
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,166650836
DOG,BABY,MALE,Labrador Retriever,BLACK,MEDIUM,HEALTHY,NO,1667eb8a4
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,167233db2
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,16743d12a
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,167a6dcf3
DOG,BABY,MALE,Jack Russell Terrier,BROWN,MEDIUM,HEALTHY,NO,1682100d2
DOG,BABY,FEMALE,Mixed Breed,BLACK,SMALL,HEALTHY,NO,1688063e6
DOG,BABY,FEMALE,Mixed Breed,YELLOW,MEDIUM,HEALTHY,YES,168f1c6e9
DOG,YOUNG,FEMALE,Mixed Breed,WHITE,SMALL,HEALTHY,YES,169184766
DOG,BABY,FEMALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,NO,1696809dd
DOG,ADULT,FEMALE,Shih Tzu,CREAM,SMALL,HEALTHY,YES,169fc07e1
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,16a158ad3
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,16a71f0de
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,16ac32123
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,16c53ebf9
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,16ce3524b
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,16dc1188b
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,16eefbec7
DOG,BABY,FEMALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,NO,16ff0c687
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,17066185d
DOG,ADULT,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,170fa3d49
DOG,BABY,MALE,Mixed Breed,BROWN,LARGE,HEALTHY,NO,171113c99
DOG,YOUNG,MALE,Chihuahua,CREAM,SMALL,INJURED,NO,1712ba40e
DOG,BABY,MALE,Mixed Breed,CREAM,LARGE,HEALTHY,NO,1716cd645
DOG,BABY,FEMALE,Mixed Breed,BROWN,SMALL,INJURED,NO,171d94554
DOG,BABY,FEMALE,Mixed Breed,BROWN,SMALL,HEALTHY,NO,17211245e
DOG,ADULT,MALE,Golden Retriever,GOLDEN,LARGE,HEALTHY,YES,172433b2f
DOG,SENIOR,FEMALE,Terrier,CREAM,SMALL,HEALTHY,YES,172555cfd
DOG,SENIOR,MALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,YES,172b6f611
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,172bfcaa8
DOG,SENIOR,FEMALE,Terrier,BLACK,SMALL,HEALTHY,YES,172c8129a
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,172d395a5
DOG,ADULT,FEMALE,Golden Retriever,GOLDEN,LARGE,HEALTHY,YES,1751240fe
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,1758efd47
DOG,SENIOR,FEMALE,Shih Tzu,BROWN,SMALL,INJURED,YES,175926b9c
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,175af62c1
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,175f4a910
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,176516c7a
DOG,BABY,FEMALE,Silky Terrier,BLACK,SMALL,HEALTHY,NO,17656ed15
DOG,YOUNG,MALE,Poodle,CREAM,SMALL,HEALTHY,NO,176ef71db
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1772727a1
DOG,BABY,MALE,Terrier,BLACK,SMALL,HEALTHY,NO,177bb2650
DOG,ADULT,FEMALE,Husky,BLACK,MEDIUM,HEALTHY,YES,17880e117
DOG,ADULT,MALE,Beagle,BLACK,LARGE,HEALTHY,YES,178cc8278
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1795c9024
DOG,BABY,FEMALE,German Shepherd Dog,BLACK,MEDIUM,HEALTHY,YES,179c21d17
DOG,ADULT,FEMALE,Shih Tzu,BLACK,SMALL,HEALTHY,NO,17a421360
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,17a5487d2
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,17aa39b06
DOG,ADULT,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,17ac391be
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,17b2d4cd6
DOG,BABY,FEMALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,NO,17b787e5f
DOG,YOUNG,MALE,Poodle,BROWN,MEDIUM,HEALTHY,NO,17ba1d7ce
DOG,BABY,FEMALE,Mixed Breed,BROWN,SMALL,HEALTHY,YES,17bc2100b
DOG,BABY,FEMALE,Mixed Breed,BROWN,SMALL,HEALTHY,YES,17bdf954a
DOG,SENIOR,MALE,Terrier,BROWN,MEDIUM,HEALTHY,YES,17be61e34
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,17c4b0394
DOG,YOUNG,FEMALE,Mixed Breed,BLACK,SMALL,INJURED,YES,17cbebba6
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,17cfedd4e
DOG,SENIOR,MALE,Mixed Breed,BLACK,MEDIUM,INJURED,YES,17d9c9586
DOG,SENIOR,MALE,Mixed Breed,GOLDEN,SMALL,HEALTHY,YES,17e6747da
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,17f0269c3
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,1803142d3
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,180b3f500
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,180f1ef16
DOG,SENIOR,FEMALE,Mixed Breed,BROWN,SMALL,HEALTHY,YES,1811b1412
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,18190bb81
DOG,BABY,MALE,Rottweiler,BLACK,MEDIUM,HEALTHY,NO,1819e298c
DOG,BABY,MALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,NO,181c10e45
DOG,BABY,MALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,NO,181fb7dae
DOG,ADULT,MALE,Jack Russell Terrier,BROWN,MEDIUM,HEALTHY,NO,18286db6a
DOG,SENIOR,MALE,Mixed Breed,WHITE,MEDIUM,HEALTHY,NO,182aec7a4
DOG,BABY,FEMALE,Labrador Retriever,BLACK,LARGE,HEALTHY,NO,182faa94d
DOG,BABY,FEMALE,Jack Russell Terrier,BROWN,MEDIUM,HEALTHY,YES,1833aa7d6
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,183c947eb
DOG,SENIOR,MALE,Pomeranian,GOLDEN,MEDIUM,HEALTHY,YES,18427ab22
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,184a51562
DOG,SENIOR,MALE,Husky,BLACK,MEDIUM,HEALTHY,YES,184ea777b
DOG,ADULT,MALE,Shih Tzu,BROWN,MEDIUM,HEALTHY,YES,186920165
DOG,ADULT,FEMALE,Husky,GRAY,LARGE,INJURED,NO,18734d13e
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,187b92014
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,18810b958
DOG,BABY,FEMALE,Mixed Breed,BLACK,LARGE,HEALTHY,YES,1882ebd32
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1882fa24c
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1895ac98d
DOG,BABY,FEMALE,Mixed Breed,BROWN,SMALL,INJURED,NO,189a8292b
DOG,BABY,FEMALE,Shih Tzu,BLACK,SMALL,HEALTHY,YES,189eaf5c4
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,18a87116d
DOG,BABY,FEMALE,Mixed Breed,BLACK,SMALL,HEALTHY,NO,18aa41749
DOG,SENIOR,MALE,Mixed Breed,GOLDEN,SMALL,HEALTHY,YES,18b2da498
DOG,BABY,FEMALE,Golden Retriever,GOLDEN,SMALL,HEALTHY,NO,18b6fc5f0
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,18c3b1a1a
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,18cd75354
DOG,BABY,MALE,Mixed Breed,BLACK,SMALL,HEALTHY,NO,18da94e9d
DOG,YOUNG,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,18e67368c
DOG,SENIOR,FEMALE,Shih Tzu,BROWN,SMALL,HEALTHY,YES,18f9fe19c
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,190168aca
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1904c9f75
DOG,BABY,FEMALE,Mixed Breed,GOLDEN,MEDIUM,HEALTHY,YES,191043d9c
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,191660250
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,191a846d5
DOG,BABY,FEMALE,Mixed Breed,GOLDEN,MEDIUM,HEALTHY,NO,191fb0046
DOG,SENIOR,FEMALE,Poodle,BLACK,SMALL,HEALTHY,NO,192303603
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,1925aff9d
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,19272319c
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,19287db4e
DOG,BABY,MALE,Shih Tzu,BLACK,SMALL,HEALTHY,NO,192f5b9c8
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1930bcf64
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,1932064f2
DOG,YOUNG,FEMALE,Terrier,WHITE,MEDIUM,HEALTHY,YES,1936c68a5
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1940b59e7
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1945c0690
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,19470706b
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,194acc3f9
DOG,BABY,FEMALE,Mixed Breed,BLACK,LARGE,INJURED,YES,195ae4d90
DOG,BABY,FEMALE,Mixed Breed,BLACK,LARGE,HEALTHY,NO,195c119c9
DOG,YOUNG,MALE,Dalmatian,BLACK,MEDIUM,HEALTHY,YES,19653e9f4
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,196d58932
DOG,BABY,FEMALE,Mixed Breed,BROWN,SMALL,HEALTHY,NO,196f95fdb
DOG,BABY,MALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,YES,19745f3dc
DOG,BABY,FEMALE,Schnauzer,BLACK,MEDIUM,HEALTHY,NO,1982f429a
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,198a73c5e
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,199f37bc2
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,19a36eaab
DOG,BABY,FEMALE,Mixed Breed,GRAY,MEDIUM,HEALTHY,YES,19abfb0c6
DOG,SENIOR,MALE,Rottweiler,BLACK,MEDIUM,INJURED,YES,19af88854
DOG,YOUNG,FEMALE,Shih Tzu,BLACK,SMALL,HEALTHY,NO,19b089699
DOG,BABY,FEMALE,Mixed Breed,GOLDEN,MEDIUM,HEALTHY,NO,19b7a9e47
DOG,SENIOR,MALE,Golden Retriever,GOLDEN,LARGE,HEALTHY,YES,19bdaed52
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,19caeb6b5
DOG,SENIOR,MALE,Mixed Breed,BROWN,SMALL,HEALTHY,NO,19cb228a0
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,19cd32fd6
DOG,BABY,MALE,Mixed Breed,BLACK,SMALL,HEALTHY,NO,19d7de899
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,19efe1616
DOG,BABY,MALE,Labrador Retriever,GOLDEN,MEDIUM,HEALTHY,NO,19f0ef706
DOG,BABY,FEMALE,Mixed Breed,BLACK,SMALL,HEALTHY,NO,19f38a3f0
DOG,BABY,FEMALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,YES,19f5a15ab
DOG,BABY,FEMALE,Mixed Breed,BLACK,SMALL,HEALTHY,NO,19fd91f5b
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,19fe29040
DOG,BABY,FEMALE,German Shepherd Dog,BLACK,LARGE,HEALTHY,NO,1a018ef15
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,1a0ee9580
DOG,BABY,MALE,Mixed Breed,BLACK,LARGE,HEALTHY,NO,1a1283447
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1a12e3633
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1a2816f0f
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,1a2c91362
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1a2f33fec
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1a3a45096
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1a3da2ae5
DOG,BABY,MALE,German Shepherd Dog,BROWN,MEDIUM,HEALTHY,NO,1a3ebafb4
DOG,SENIOR,MALE,Silky Terrier,CREAM,MEDIUM,HEALTHY,YES,1a40a0305
DOG,ADULT,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,1a47d1c94
DOG,BABY,MALE,Mixed Breed,BLACK,LARGE,HEALTHY,NO,1a4c4f02e
DOG,SENIOR,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,1a4cfc889
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1a4d9f6e1
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1a501dabb
DOG,BABY,FEMALE,Mixed Breed,BLACK,SMALL,HEALTHY,YES,1a5334fb0
DOG,SENIOR,FEMALE,Terrier,BROWN,MEDIUM,HEALTHY,YES,1a54d4e92
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1a56bb056
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1a61a5963
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1a676ca88
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1a7ec71e7
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1a8215249
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1a849a445
DOG,YOUNG,FEMALE,Pomeranian,CREAM,SMALL,HEALTHY,NO,1a8503d2f
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1a88c3ed0
DOG,ADULT,MALE,Mixed Breed,BROWN,LARGE,INJURED,NO,1a90a4805
DOG,YOUNG,MALE,Mixed Breed,CREAM,LARGE,HEALTHY,NO,1a91262f6
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1a952e440
DOG,ADULT,MALE,Shih Tzu,BROWN,MEDIUM,HEALTHY,YES,1a9733afb
DOG,SENIOR,MALE,Mixed Breed,GOLDEN,SMALL,HEALTHY,YES,1aa39ed52
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1aaa74b35
DOG,BABY,FEMALE,Mixed Breed,GRAY,MEDIUM,HEALTHY,NO,1aafa4a3a
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1abdb8207
DOG,ADULT,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,1ac7dad15
DOG,SENIOR,MALE,Rottweiler,BLACK,MEDIUM,HEALTHY,YES,1acab1703
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1ad691ca4
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1adb292f6
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1adb69797
DOG,BABY,FEMALE,Mixed Breed,BLACK,LARGE,HEALTHY,NO,1adc56d3c
DOG,SENIOR,MALE,Shih Tzu,BROWN,MEDIUM,HEALTHY,YES,1ae4a77ba
DOG,BABY,MALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,NO,1ae9a98d3
DOG,BABY,MALE,Mixed Breed,CREAM,LARGE,INJURED,YES,1aed4a8fc
DOG,BABY,MALE,Mixed Breed,BROWN,LARGE,HEALTHY,NO,1aee8a1a2
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1aef9fc86
DOG,ADULT,MALE,Terrier,CREAM,SMALL,HEALTHY,YES,1afdc26fa
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1afdf61ec
DOG,BABY,MALE,Mixed Breed,BLACK,SMALL,HEALTHY,NO,1b0d28fab
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,1b154dffa
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,INJURED,NO,1b1a68a60
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1b1cf81d4
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1b1ddc50c
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1b3492bde
DOG,BABY,MALE,Mixed Breed,GOLDEN,MEDIUM,HEALTHY,YES,1b3dcf712
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1b433696a
DOG,BABY,FEMALE,Mixed Breed,GOLDEN,MEDIUM,HEALTHY,NO,1b5167d86
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1b5dbc3cf
DOG,ADULT,FEMALE,Mixed Breed,BLACK,MEDIUM,INJURED,YES,1b5e097c9
DOG,YOUNG,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1b5fd0e44
DOG,ADULT,MALE,German Shepherd Dog,BLACK,LARGE,HEALTHY,NO,1b752d78e
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,1b7db58bc
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1b8ef81e3
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1b91e1082
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,YES,1b932e373
DOG,BABY,FEMALE,Mixed Breed,CREAM,LARGE,HEALTHY,NO,1b9b55f0b
DOG,SENIOR,FEMALE,Jack Russell Terrier,BROWN,SMALL,HEALTHY,YES,1b9cedf4a
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1ba11aaaa
DOG,BABY,MALE,Mixed Breed,WHITE,MEDIUM,HEALTHY,NO,1ba29c00b
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1ba488d80
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,1ba69dec6
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1baa0fdd5
DOG,YOUNG,FEMALE,Poodle,CREAM,MEDIUM,HEALTHY,NO,1baea0d16
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1bb0600a7
DOG,BABY,FEMALE,Poodle,BROWN,SMALL,HEALTHY,NO,1bb6183eb
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1bbadc050
DOG,BABY,MALE,Mixed Breed,CREAM,MEDIUM,HEALTHY,NO,1bbb46822
DOG,BABY,MALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1bbf00182
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1bc97732e
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1bc9bf272
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,INJURED,NO,1bd13d3e5
DOG,BABY,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1bd200942
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,1bdcde33c
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,NO,1bde9cc3f
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,INJURED,NO,1be1868fd
DOG,BABY,FEMALE,Dachshund,BLACK,MEDIUM,HEALTHY,YES,1be58123d
DOG,SENIOR,MALE,Mixed Breed,CREAM,LARGE,HEALTHY,YES,1bf044649
DOG,BABY,FEMALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,1bf24d8be
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1bf4a2ca7
DOG,BABY,FEMALE,Spitz,BLACK,MEDIUM,HEALTHY,NO,1bff3e46f
DOG,BABY,MALE,Mixed Breed,YELLOW,MEDIUM,HEALTHY,NO,1c07c6ee5
DOG,BABY,MALE,Schnauzer,BROWN,SMALL,HEALTHY,NO,1c107ce2b
DOG,YOUNG,FEMALE,Golden Retriever,GOLDEN,LARGE,HEALTHY,NO,1c16e813b
DOG,BABY,FEMALE,Mixed Breed,BROWN,MEDIUM,HEALTHY,NO,1c28dc555
DOG,SENIOR,MALE,Mixed Breed,BLACK,MEDIUM,HEALTHY,YES,1c2d09fb9
